carat,cut,color,clarity,depth,table,price,x,y,z,price_inr,volume,price_per_carat,dimension_ratio,carat_category,cluster
0.52,Premium,D,VS2,59.4,61.0,1828,5.24,5.23,3.11,155380.0,85.23017200000001,3515.3846153846152,1.6832797427652735,Medium,0
0.52,Very Good,D,VS2,63.4,56.0,1828,5.16,5.09,3.25,155380.0,85.35929999999999,3515.3846153846152,1.5769230769230769,Medium,0
0.52,Very Good,D,VS2,63.5,57.0,1828,5.13,5.08,3.24,155380.0,84.43569600000001,3515.3846153846152,1.5756172839506173,Medium,0
0.86,Premium,I,I1,62.6,56.0,1828,6.11,6.03,3.8,155380.0,140.00454000000002,2125.5813953488373,1.5973684210526318,Medium,1
0.71,Fair,H,SI1,65.9,57.0,1828,5.54,5.48,3.63,155380.0,110.203896,2574.647887323944,1.5179063360881542,Medium,0
0.7,Fair,E,SI2,70.6,56.0,1828,5.45,5.35,3.81,155380.0,111.090075,2611.4285714285716,1.4173228346456694,Medium,0
0.65,Premium,E,SI1,60.5,59.0,1828,5.61,5.49,3.36,155380.0,103.48430400000001,2812.3076923076924,1.6517857142857146,Medium,0
0.52,Very Good,D,VS1,62.5,57.0,1829,5.11,5.16,3.21,155465.0,84.63999600000001,3517.3076923076924,1.5996884735202492,Medium,0
0.61,Very Good,E,SI1,62.1,55.0,1829,5.43,5.46,3.38,155465.0,100.20956399999999,2998.360655737705,1.6109467455621302,Medium,0
0.54,Ideal,G,VVS2,61.8,55.0,1829,5.22,5.3,3.24,155465.0,89.63784,3387.037037037037,1.6234567901234567,Medium,0
0.52,Ideal,G,VVS1,62.1,56.0,1829,5.15,5.17,3.2,155465.0,85.20160000000001,3517.3076923076924,1.6125,Medium,0
0.58,Ideal,D,SI1,61.1,57.0,1829,5.41,5.36,3.29,155465.0,95.40210400000001,3153.4482758620693,1.6367781155015197,Medium,0
0.53,Very Good,E,VS1,61.9,59.0,1830,5.16,5.21,3.21,155550.0,86.296356,3452.830188679245,1.6152647975077883,Medium,0
0.7,Very Good,H,SI1,62.6,57.0,1830,5.64,5.7,3.55,155550.0,114.12539999999998,2614.2857142857147,1.5971830985915494,Medium,0
0.53,Ideal,F,VS1,61.2,56.0,1830,5.22,5.24,3.2,155550.0,87.52896,3452.830188679245,1.6343750000000001,Medium,0
0.6,Premium,E,SI1,61.9,58.0,1830,5.43,5.39,3.35,155550.0,98.04679499999999,3050.0,1.6149253731343283,Medium,0
0.6,Ideal,E,SI1,61.5,56.0,1830,5.51,5.39,3.35,155550.0,99.491315,3050.0,1.6268656716417909,Medium,0
0.58,Ideal,G,VS1,60.1,55.0,1830,5.44,5.4,3.26,155550.0,95.76576000000001,3155.1724137931037,1.6625766871165646,Medium,0
0.55,Very Good,E,VS2,61.0,59.0,1831,5.31,5.34,2.25,155635.0,63.79964999999999,3329.090909090909,2.3666666666666663,Medium,0
0.51,Premium,E,VS1,61.9,58.0,1831,5.1,5.15,3.17,155635.0,83.26005,3590.1960784313724,1.6167192429022081,Medium,0
0.51,Premium,E,VS1,61.3,58.0,1831,5.14,5.17,3.16,155635.0,83.973208,3590.1960784313724,1.6313291139240504,Medium,0
0.51,Good,D,VS2,58.0,60.0,1831,5.26,5.29,3.06,155635.0,85.145724,3590.1960784313724,1.723856209150327,Medium,0
0.64,Ideal,H,VS2,62.3,54.0,1831,5.52,5.55,3.44,155635.0,105.38783999999998,2860.9375,1.6090116279069768,Medium,0
0.72,Ideal,J,SI1,62.7,56.0,1832,5.67,5.75,3.58,155720.0,116.71695,2544.4444444444443,1.594972067039106,Medium,0
0.53,Ideal,F,VS1,62.4,57.0,1832,5.18,5.21,3.24,155720.0,87.440472,3456.6037735849054,1.603395061728395,Medium,0
0.7,Ideal,J,SI2,60.9,57.0,1832,5.72,5.76,3.49,155720.0,114.985728,2617.1428571428573,1.6446991404011462,Medium,0
0.66,Good,H,VS1,59.9,60.3,1832,5.61,5.67,3.37,155720.0,107.19531900000001,2775.7575757575755,1.6735905044510386,Medium,0
0.51,Ideal,D,VS2,61.0,57.0,1832,5.18,5.15,3.15,155720.0,84.03255,3592.156862745098,1.6396825396825396,Medium,0
0.53,Ideal,F,VS2,61.7,57.0,1832,5.23,5.21,3.22,155720.0,87.73952600000001,3456.6037735849054,1.6211180124223603,Medium,0
0.71,Fair,H,VS2,62.1,70.0,1832,5.67,5.6,3.5,155720.0,111.13199999999999,2580.281690140845,1.6099999999999999,Medium,1
0.72,Ideal,J,VS1,62.3,55.0,1832,5.77,5.69,3.57,155720.0,117.20774099999998,2544.4444444444443,1.605042016806723,Medium,0
0.55,Premium,F,VS1,60.3,58.0,1832,5.32,5.29,3.2,155720.0,90.05696,3330.9090909090905,1.6578125,Medium,0
0.62,Very Good,F,VS2,59.5,63.0,1832,5.54,5.49,3.28,155720.0,99.75988799999999,2954.8387096774195,1.6814024390243905,Medium,0
0.52,Very Good,G,VVS2,59.9,56.0,1833,5.22,5.27,3.14,155805.0,86.379516,3525.0,1.6703821656050952,Medium,0
0.52,Very Good,G,VVS2,63.2,57.0,1833,5.08,5.11,3.22,155805.0,83.58733600000002,3525.0,1.5822981366459627,Medium,0
0.52,Ideal,G,VVS2,62.1,56.0,1833,5.14,5.16,3.2,155805.0,84.87168,3525.0,1.609375,Medium,0
0.45,Ideal,F,VVS1,61.8,55.0,1833,4.92,4.95,3.05,155805.0,74.27969999999999,4073.333333333333,1.6180327868852462,Light,0
0.55,Ideal,G,VS2,61.1,57.0,1833,5.29,5.31,3.24,155805.0,91.011276,3332.7272727272725,1.6358024691358024,Medium,0
0.55,Ideal,G,VS2,61.2,55.0,1833,5.3,5.35,3.26,155805.0,92.43729999999998,3332.7272727272725,1.6334355828220857,Medium,0
0.76,Ideal,J,SI2,61.5,54.0,1833,5.9,5.93,3.64,155805.0,127.35268,2411.842105263158,1.625,Medium,0
0.47,Premium,E,VVS2,60.5,58.0,1833,5.05,5.0,3.04,155805.0,76.76,3900.0,1.6529605263157896,Light,0
0.51,Premium,G,VS1,59.6,58.0,1833,5.22,5.21,3.11,155805.0,84.580182,3594.1176470588234,1.6768488745980707,Medium,0
0.59,Ideal,H,VVS2,61.8,56.0,1834,5.37,5.41,3.33,155890.0,96.74216100000001,3108.4745762711864,1.6186186186186187,Medium,0
0.59,Ideal,F,VS2,60.6,56.0,1834,5.43,5.48,3.31,155890.0,98.493684,3108.4745762711864,1.648036253776435,Medium,0
0.46,Ideal,E,VS1,61.7,56.0,1834,4.95,5.0,3.07,155890.0,75.9825,3986.95652173913,1.6205211726384365,Light,0
0.46,Ideal,E,VS1,61.9,55.0,1834,4.94,4.97,3.06,155890.0,75.128508,3986.95652173913,1.619281045751634,Light,0
0.46,Ideal,E,VS1,60.3,56.0,1834,5.02,5.06,3.04,155890.0,77.21964799999999,3986.95652173913,1.6578947368421049,Light,0
0.52,Ideal,D,VS1,60.9,56.0,1835,5.21,5.17,3.16,155975.0,85.11681200000001,3528.846153846154,1.6424050632911391,Medium,0
0.52,Ideal,G,VVS2,62.1,57.0,1835,5.13,5.15,3.19,155975.0,84.27820500000001,3528.846153846154,1.6112852664576804,Medium,0
0.52,Premium,G,VVS2,61.0,58.0,1835,5.21,5.15,3.16,155975.0,84.78754,3528.846153846154,1.6392405063291138,Medium,0
0.59,Ideal,D,SI1,61.6,57.0,1835,5.44,5.41,3.34,155975.0,98.29753600000001,3110.169491525424,1.6242514970059883,Medium,0
0.59,Premium,D,SI1,62.8,57.0,1835,5.38,5.32,3.36,155975.0,96.168576,3110.169491525424,1.5922619047619047,Medium,0
0.7,Very Good,J,SI1,58.4,62.0,1836,5.85,5.87,3.42,156060.0,117.44109,2622.857142857143,1.7134502923976607,Medium,0
0.5,Ideal,G,VVS2,62.7,55.0,1836,5.07,5.1,3.19,156060.0,82.48383,3672.0,1.5940438871473355,Light,0
0.54,Premium,I,IF,58.8,61.0,1836,5.35,5.29,3.13,156060.0,88.58369499999999,3400.0,1.6996805111821087,Medium,0
0.51,Ideal,F,VS1,62.5,55.0,1836,5.13,5.08,3.19,156060.0,83.132676,3600.0,1.6003134796238245,Medium,0
0.51,Ideal,F,VS1,61.9,56.0,1836,5.17,5.11,3.18,156060.0,84.01146600000001,3600.0,1.6163522012578617,Medium,0
0.51,Ideal,F,VS1,62.1,56.0,1836,5.15,5.13,3.19,156060.0,84.27820500000001,3600.0,1.6112852664576804,Medium,0
0.51,Ideal,F,VS1,61.7,54.0,1836,5.17,5.14,3.18,156060.0,84.504684,3600.0,1.6210691823899368,Medium,0
0.51,Premium,F,VS1,61.4,58.0,1836,5.18,5.15,3.17,156060.0,84.56609,3600.0,1.6293375394321767,Medium,0
0.6,Very Good,E,SI1,63.2,56.0,1836,5.38,5.32,3.38,156060.0,96.741008,3060.0,1.5828402366863905,Medium,0
0.51,Ideal,F,VS1,61.3,54.0,1836,5.23,5.12,3.17,156060.0,84.88499200000001,3600.0,1.632492113564669,Medium,0
0.51,Premium,F,VS1,60.9,57.0,1836,5.27,5.17,3.18,156060.0,86.641962,3600.0,1.641509433962264,Medium,0
0.54,Ideal,F,VS2,61.9,56.0,1836,5.22,5.21,3.23,156060.0,87.84372599999999,3400.0,1.6145510835913313,Medium,0
0.51,Ideal,H,VVS1,61.7,57.0,1837,5.12,5.15,3.16,156145.0,83.32288000000001,3601.9607843137255,1.6249999999999998,Medium,0
0.57,Ideal,G,VS1,62.3,53.7,1837,5.32,5.35,3.32,156145.0,94.49383999999999,3222.8070175438597,1.6069277108433735,Medium,0
0.56,Ideal,G,VS1,60.8,55.0,1837,5.34,5.36,3.25,156145.0,93.0228,3280.3571428571427,1.646153846153846,Medium,0
0.57,Ideal,G,VS1,62.2,54.0,1837,5.31,5.33,3.31,156145.0,93.680613,3222.8070175438597,1.6072507552870092,Medium,0
0.59,Premium,I,VVS1,62.8,58.0,1837,5.34,5.3,3.34,156145.0,94.52868,3113.5593220338983,1.5928143712574852,Medium,0
0.54,Ideal,F,VS2,63.0,57.0,1837,5.22,5.18,3.28,156145.0,88.68988799999998,3401.8518518518517,1.5853658536585364,Medium,0
0.54,Ideal,F,VS2,64.2,54.0,1837,5.19,5.12,3.31,156145.0,87.955968,3401.8518518518517,1.5574018126888218,Medium,0
0.51,Premium,E,VS1,62.3,56.0,1837,5.14,5.13,3.2,156145.0,84.37824,3601.9607843137255,1.6046874999999998,Medium,0
0.5,Premium,F,SI1,62.4,57.0,1838,5.13,5.1,3.19,156230.0,83.45996999999998,3676.0,1.603448275862069,Light,0
0.55,Very Good,G,VVS1,60.8,58.0,1838,5.25,5.3,3.21,156230.0,89.31824999999999,3341.8181818181815,1.6433021806853585,Medium,0
0.46,Very Good,F,VVS1,62.3,56.0,1838,4.94,4.98,3.09,156230.0,76.01770800000001,3995.6521739130435,1.6051779935275083,Light,0
0.59,Very Good,E,VS2,59.9,56.0,1838,5.46,5.49,3.28,156230.0,98.319312,3115.2542372881358,1.6692073170731707,Medium,0
0.51,Very Good,D,VS1,63.1,58.0,1838,5.05,5.1,3.2,156230.0,82.416,3603.921568627451,1.5859374999999998,Medium,0
0.5,Premium,G,VVS2,59.6,60.0,1838,5.15,5.18,3.08,156230.0,82.16516,3676.0,1.676948051948052,Light,0
0.5,Premium,G,VVS2,60.9,59.0,1838,5.09,5.12,3.11,156230.0,81.049088,3676.0,1.6414790996784567,Light,0
0.5,Ideal,G,VVS2,61.2,56.0,1838,5.1,5.13,3.13,156230.0,81.89018999999999,3676.0,1.6341853035143772,Light,0
0.5,Very Good,G,VVS2,60.9,61.0,1838,5.11,5.13,3.12,156230.0,81.788616,3676.0,1.641025641025641,Light,0
0.5,Ideal,G,VVS2,61.4,57.0,1838,5.1,5.13,3.14,156230.0,82.15181999999999,3676.0,1.6289808917197452,Light,0
0.5,Premium,G,VVS2,61.6,60.0,1838,5.1,5.13,3.15,156230.0,82.41344999999998,3676.0,1.6238095238095238,Light,0
0.5,Ideal,G,VVS2,60.5,55.0,1838,5.13,5.15,3.11,156230.0,82.16464500000001,3676.0,1.6527331189710612,Light,0
0.5,Very Good,G,VVS2,62.9,57.0,1838,5.04,5.11,3.19,156230.0,82.156536,3676.0,1.590909090909091,Light,0
0.5,Very Good,G,VVS2,62.8,57.0,1838,4.99,5.04,3.15,156230.0,79.22124,3676.0,1.5920634920634922,Light,0
0.5,Ideal,G,VVS2,62.1,55.0,1838,5.05,5.09,3.15,156230.0,80.96917499999999,3676.0,1.6095238095238096,Light,0
0.5,Ideal,G,VVS2,62.3,56.0,1838,5.05,5.09,3.16,156230.0,81.22622,3676.0,1.6044303797468356,Light,0
0.5,Very Good,G,VVS2,60.7,57.0,1838,5.1,5.14,3.11,156230.0,81.52553999999998,3676.0,1.6463022508038583,Light,0
0.5,Ideal,G,VVS2,62.0,56.0,1838,5.09,5.13,3.17,156230.0,82.77408899999999,3676.0,1.6119873817034698,Light,0
0.64,Good,D,SI1,57.7,57.0,1838,5.69,5.75,3.3,156230.0,107.96775,2871.875,1.7333333333333336,Medium,0
0.59,Ideal,I,VVS1,62.2,55.0,1838,5.38,5.39,3.35,156230.0,97.14397,3115.2542372881358,1.6074626865671642,Medium,0
0.59,Ideal,E,VS2,62.2,58.0,1838,5.35,5.39,3.34,156230.0,96.31390999999999,3115.2542372881358,1.6077844311377243,Medium,0
0.5,Ideal,H,VVS1,60.6,55.0,1838,5.17,5.13,3.12,156230.0,82.748952,3676.0,1.6506410256410258,Light,0
0.5,Very Good,H,VVS1,63.5,58.0,1838,5.03,4.98,3.18,156230.0,79.657092,3676.0,1.5738993710691827,Light,0
0.5,Premium,H,VVS1,62.5,58.0,1838,5.1,5.05,3.17,156230.0,81.64335,3676.0,1.6009463722397475,Light,0
0.5,Premium,F,VS1,62.3,55.0,1838,5.09,5.06,3.16,156230.0,81.387064,3676.0,1.6060126582278478,Light,0
0.5,Ideal,F,VS1,62.5,57.0,1838,5.09,5.06,3.17,156230.0,81.644618,3676.0,1.6009463722397475,Light,0
0.5,Premium,F,VS1,61.8,60.0,1838,5.1,5.06,3.14,156230.0,81.03084,3676.0,1.6178343949044585,Light,0
0.5,Premium,F,VS1,61.3,59.0,1838,5.15,5.09,3.14,156230.0,82.31039,3676.0,1.6305732484076432,Light,0
0.5,Premium,F,VS1,62.0,58.0,1838,5.1,5.03,3.14,156230.0,80.55042,3676.0,1.613057324840764,Light,0
0.8,Premium,J,SI1,61.4,57.0,1838,5.98,5.95,3.66,156230.0,130.22646,2297.5,1.6297814207650272,Medium,0
0.51,Very Good,E,VS1,61.1,59.0,1839,5.14,5.2,3.16,156315.0,84.46048,3605.8823529411766,1.6360759493670884,Medium,0
0.51,Ideal,G,VVS1,60.8,56.0,1839,5.21,5.22,3.17,156315.0,86.21195399999999,3605.8823529411766,1.6451104100946372,Medium,0
0.71,Ideal,G,SI2,62.8,57.0,1840,5.68,5.63,3.55,156400.0,113.52331999999998,2591.549295774648,1.5929577464788731,Medium,0
0.52,Very Good,E,VS1,59.8,61.0,1840,5.19,5.22,3.11,156400.0,84.25549799999999,3538.4615384615386,1.6736334405144695,Medium,0
0.59,Very Good,H,VVS2,62.3,55.0,1840,5.42,5.33,3.35,156400.0,96.77681,3118.64406779661,1.6044776119402984,Medium,0
0.6,Ideal,D,SI1,62.3,57.0,1840,5.42,5.37,3.36,156400.0,97.79414399999999,3066.666666666667,1.6056547619047619,Medium,0
0.55,Ideal,D,SI1,60.9,57.0,1840,5.29,5.32,3.23,156400.0,90.901244,3345.454545454545,1.6424148606811144,Medium,0
0.7,Good,H,SI1,65.4,59.0,1840,5.46,5.52,3.59,156400.0,108.199728,2628.571428571429,1.52924791086351,Medium,0
0.7,Fair,H,SI1,66.0,56.0,1840,5.5,5.53,3.64,156400.0,110.71060000000001,2628.571428571429,1.5151098901098903,Medium,0
0.71,Good,I,VS2,64.0,59.0,1840,5.61,5.55,3.57,156400.0,111.153735,2591.549295774648,1.5630252100840336,Medium,0
0.71,Fair,I,VS2,61.6,67.0,1840,5.76,5.61,3.5,156400.0,113.0976,2591.549295774648,1.6242857142857143,Medium,0
0.71,Very Good,I,VS2,63.4,56.0,1840,5.65,5.61,3.57,156400.0,113.15650500000001,2591.549295774648,1.5770308123249304,Medium,0
0.66,Very Good,H,VS2,60.9,57.0,1841,5.63,5.65,3.43,156485.0,109.10658500000001,2789.393939393939,1.6443148688046647,Medium,0
0.51,Very Good,E,VS1,59.6,56.0,1841,5.19,5.24,3.11,156485.0,84.578316,3609.803921568627,1.6768488745980707,Medium,0
0.71,Very Good,J,SI1,62.8,57.0,1841,5.64,5.67,3.55,156485.0,113.52473999999998,2592.9577464788736,1.5929577464788731,Medium,0
0.6,Very Good,D,SI1,60.0,56.0,1841,5.46,5.51,3.29,156485.0,98.97833399999999,3068.3333333333335,1.667173252279635,Medium,0
0.55,Ideal,G,VS1,60.9,55.0,1841,5.27,5.31,3.22,156485.0,90.107514,3347.272727272727,1.6428571428571426,Medium,0
0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18,156485.0,83.68647000000001,3609.803921568627,1.6132075471698115,Medium,0
0.51,Good,E,VS1,61.3,63.0,1841,5.11,5.16,3.15,156485.0,83.05794,3609.803921568627,1.6301587301587301,Medium,0
0.62,Premium,G,VS2,60.9,59.0,1841,5.52,5.48,3.35,156485.0,101.33616,2969.3548387096776,1.6417910447761193,Medium,0
0.62,Premium,G,VS2,60.2,60.0,1841,5.58,5.52,3.34,156485.0,102.87734399999998,2969.3548387096776,1.6616766467065869,Medium,0
0.62,Premium,G,VS2,61.1,59.0,1841,5.56,5.5,3.38,156485.0,103.36039999999998,2969.3548387096776,1.6360946745562128,Medium,0
0.65,Ideal,F,SI1,61.4,58.0,1841,5.56,5.5,3.39,156485.0,103.6662,2832.3076923076924,1.6312684365781709,Medium,0
0.52,Good,F,VS1,64.2,58.0,1841,5.1,5.02,3.25,156485.0,83.20649999999999,3540.3846153846152,1.5569230769230769,Medium,0
0.5,Ideal,H,VVS2,61.6,57.0,1842,5.08,5.14,3.15,156570.0,82.25028,3684.0,1.622222222222222,Light,0
0.5,Ideal,G,VVS2,62.2,56.0,1842,5.08,5.11,3.17,156570.0,82.28939600000001,3684.0,1.607255520504732,Light,0
0.54,Ideal,D,VS2,61.2,56.0,1842,5.23,5.29,3.22,156570.0,89.08677400000002,3411.111111111111,1.6335403726708073,Medium,0
0.51,Very Good,G,VVS2,63.5,55.0,1842,5.09,5.05,3.22,156570.0,82.76849,3611.7647058823527,1.5745341614906831,Medium,0
0.53,Ideal,H,VVS1,61.2,56.0,1842,5.25,5.27,3.22,156570.0,89.08935,3475.4716981132074,1.6335403726708073,Medium,0
0.52,Premium,D,VS2,62.8,58.0,1842,5.14,5.11,3.22,156570.0,84.574588,3542.3076923076924,1.591614906832298,Medium,0
0.52,Premium,D,VS2,62.4,58.0,1842,5.13,5.09,3.19,156570.0,83.296323,3542.3076923076924,1.6018808777429465,Medium,0
0.51,Ideal,G,VVS2,61.6,56.0,1842,5.14,5.12,3.16,156570.0,83.161088,3611.7647058823527,1.6234177215189873,Medium,0
0.51,Ideal,G,VVS2,62.9,57.0,1842,5.12,5.06,3.2,156570.0,82.90304,3611.7647058823527,1.590625,Medium,0
0.51,Very Good,G,VVS2,63.5,56.0,1842,5.11,5.07,3.23,156570.0,83.681871,3611.7647058823527,1.5758513931888545,Medium,0
0.51,Ideal,G,VVS2,62.0,57.0,1842,5.13,5.1,3.17,156570.0,82.93670999999999,3611.7647058823527,1.6135646687697163,Medium,0
0.5,Very Good,G,VVS1,61.5,56.0,1843,5.11,5.14,3.15,156655.0,82.73601,3686.0,1.626984126984127,Light,0
0.5,Very Good,G,VVS1,60.9,57.0,1843,5.1,5.15,3.12,156655.0,81.94680000000001,3686.0,1.642628205128205,Light,0
0.7,Premium,J,VS2,61.2,60.0,1843,5.7,5.73,3.5,156655.0,114.3135,2632.857142857143,1.6328571428571428,Medium,0
0.77,Very Good,J,VS2,62.1,62.0,1843,5.82,5.87,3.63,156655.0,124.013142,2393.5064935064934,1.610192837465565,Medium,1
0.71,Premium,J,VVS2,60.3,59.0,1843,5.79,5.82,3.5,156655.0,117.9423,2595.774647887324,1.6585714285714286,Medium,0
0.7,Good,J,VS2,63.2,61.0,1843,5.59,5.62,3.54,156655.0,111.211932,2632.857142857143,1.5833333333333335,Medium,0
0.7,Ideal,J,VS2,61.6,56.0,1843,5.65,5.71,3.5,156655.0,112.91525000000001,2632.857142857143,1.6228571428571428,Medium,0
0.7,Premium,J,VVS2,61.9,58.0,1843,5.67,5.73,3.53,156655.0,114.686523,2632.857142857143,1.614730878186969,Medium,0
0.65,Good,F,SI1,58.1,61.0,1843,5.66,5.74,3.31,156655.0,107.536604,2835.3846153846152,1.7220543806646527,Medium,0
0.53,Very Good,E,VS1,61.7,59.0,1844,5.18,5.2,3.2,156740.0,86.1952,3479.2452830188677,1.6218749999999997,Medium,0
0.51,Ideal,G,VVS2,62.1,58.0,1844,5.09,5.12,3.17,156740.0,82.612736,3615.6862745098038,1.6104100946372242,Medium,0
0.7,Premium,J,VVS1,60.9,58.0,1844,5.74,5.79,3.51,156740.0,116.65344599999999,2634.2857142857147,1.6424501424501428,Medium,0
0.59,Ideal,G,VS2,61.9,56.0,1844,5.39,5.44,3.35,156740.0,98.22736,3125.4237288135596,1.6164179104477612,Medium,0
0.5,Ideal,D,VS2,61.7,56.0,1844,5.12,5.14,3.16,156740.0,83.161088,3688.0,1.6234177215189873,Light,0
0.52,Ideal,E,VS1,61.8,55.0,1844,5.17,5.22,3.21,156740.0,86.62955399999998,3546.153846153846,1.618380062305296,Medium,0
0.5,Ideal,H,IF,61.1,58.0,1844,5.1,5.14,3.13,156740.0,82.04981999999998,3688.0,1.6357827476038336,Light,0
0.5,Ideal,H,IF,62.4,54.0,1844,5.1,5.13,3.19,156740.0,83.45996999999998,3688.0,1.603448275862069,Light,0
0.58,Good,E,SI1,61.0,62.0,1844,5.36,5.33,3.26,156740.0,93.134288,3179.3103448275865,1.6395705521472395,Medium,0
0.7,Premium,J,SI1,62.8,59.0,1844,5.65,5.6,3.53,156740.0,111.6892,2634.2857142857147,1.593484419263456,Medium,0
0.51,Ideal,D,VS1,60.9,57.0,1845,5.2,5.17,3.16,156825.0,84.95344,3617.6470588235293,1.6408227848101267,Medium,0
0.51,Ideal,D,VS1,61.7,54.0,1845,5.15,5.12,3.17,156825.0,83.58656,3617.6470588235293,1.6198738170347002,Medium,0
0.55,Ideal,H,VVS1,61.7,55.0,1845,5.27,5.3,3.27,156825.0,91.33436999999999,3354.545454545454,1.6162079510703364,Medium,0
0.55,Ideal,H,VVS1,62.4,56.0,1845,5.21,5.24,3.26,156825.0,88.999304,3354.545454545454,1.602760736196319,Medium,0
0.3,Very Good,I,SI1,61.9,61.0,394,4.27,4.29,2.65,33490.0,48.54349499999999,1313.3333333333335,1.6150943396226414,Light,0
0.3,Very Good,J,VS1,61.9,56.0,394,4.28,4.32,2.66,33490.0,49.182336000000014,1313.3333333333335,1.6165413533834587,Light,0
0.3,Good,I,SI1,63.3,59.0,394,4.22,4.25,2.68,33490.0,48.0658,1313.3333333333335,1.5802238805970146,Light,0
0.3,Very Good,I,SI1,61.6,59.0,394,4.29,4.34,2.66,33490.0,49.525476000000005,1313.3333333333335,1.6221804511278193,Light,0
0.3,Premium,G,SI2,62.5,59.0,394,4.27,4.31,2.68,33490.0,49.321915999999995,1313.3333333333335,1.600746268656716,Light,0
0.3,Good,I,SI1,63.4,57.0,394,4.23,4.25,2.69,33490.0,48.359475,1313.3333333333335,1.576208178438662,Light,0
0.3,Very Good,J,VS1,62.4,58.0,394,4.26,4.3,2.67,33490.0,48.90905999999999,1313.3333333333335,1.6029962546816476,Light,0
0.3,Very Good,F,SI2,62.6,61.0,394,4.2,4.24,2.64,33490.0,47.01312000000001,1313.3333333333335,1.5984848484848486,Light,0
0.3,Very Good,J,VS1,63.0,59.0,394,4.24,4.27,2.68,33490.0,48.520863999999996,1313.3333333333335,1.5876865671641789,Light,0
0.3,Good,J,VS1,63.5,58.0,394,4.24,4.27,2.7,33490.0,48.88296,1313.3333333333335,1.5759259259259257,Light,0
0.3,Good,F,SI2,63.5,57.0,394,4.22,4.25,2.69,33490.0,48.245149999999995,1313.3333333333335,1.574349442379182,Light,0
0.3,Good,J,VS1,63.3,60.0,394,4.22,4.25,2.68,33490.0,48.0658,1313.3333333333335,1.5802238805970146,Light,0
0.3,Premium,G,SI2,62.3,59.0,394,4.25,4.29,2.66,33490.0,48.498450000000005,1313.3333333333335,1.6052631578947365,Light,0
0.3,Premium,J,VS1,62.6,58.0,394,4.27,4.32,2.69,33490.0,49.620816,1313.3333333333335,1.596654275092937,Light,0
0.3,Good,I,SI1,63.3,59.0,394,4.23,4.3,2.7,33490.0,49.1103,1313.3333333333335,1.5796296296296297,Light,0
0.3,Good,F,SI2,63.4,56.0,394,4.26,4.29,2.71,33490.0,49.52633399999999,1313.3333333333335,1.5774907749077491,Light,0
0.3,Very Good,I,SI1,62.2,57.0,394,4.25,4.27,2.65,33490.0,48.09087499999999,1313.3333333333335,1.6075471698113206,Light,0
0.3,Very Good,I,SI1,61.4,58.0,394,4.3,4.33,2.65,33490.0,49.34035,1313.3333333333335,1.6283018867924528,Light,0
0.3,Very Good,I,SI1,60.5,62.0,394,4.33,4.37,2.63,33490.0,49.765122999999996,1313.3333333333335,1.6539923954372624,Light,0
0.3,Very Good,J,VS1,61.2,61.0,394,4.3,4.33,2.64,33490.0,49.154160000000005,1313.3333333333335,1.6344696969696968,Light,0
0.31,Ideal,I,SI1,61.3,55.0,395,4.39,4.42,2.7,33575.0,52.39026,1274.1935483870968,1.631481481481481,Light,0
0.25,Ideal,G,SI1,62.6,53.0,395,4.04,4.07,2.54,33575.0,41.764712,1580.0,1.5964566929133857,Light,0
0.23,Good,G,VVS1,56.2,60.0,395,4.14,4.19,2.34,33575.0,40.591044,1717.391304347826,1.77991452991453,Light,0
0.31,Ideal,J,VS2,62.2,55.0,396,4.32,4.36,2.7,33660.0,50.85504000000002,1277.4193548387098,1.6074074074074072,Light,0
0.31,Ideal,J,VS2,62.3,54.0,396,4.35,4.38,2.72,33660.0,51.82416,1277.4193548387098,1.6047794117647058,Light,0
0.26,Very Good,G,VS2,62.4,57.0,397,4.09,4.12,2.56,33745.0,43.138048,1526.923076923077,1.6035156250000002,Light,0
0.24,Very Good,I,VS1,61.8,56.0,397,3.98,4.01,2.46,33745.0,39.261108,1654.1666666666667,1.6239837398373984,Light,0
0.26,Ideal,G,VS2,62.3,54.0,397,4.09,4.1,2.55,33745.0,42.760949999999994,1526.923076923077,1.6058823529411765,Light,0
0.26,Ideal,H,SI1,62.2,54.0,397,4.1,4.13,2.56,33745.0,43.34848,1526.923076923077,1.607421875,Light,0
0.23,Very Good,F,VVS2,61.9,59.0,530,3.94,3.97,2.45,45050.0,38.322410000000005,2304.3478260869565,1.614285714285714,Light,0
0.23,Very Good,F,VVS2,61.5,58.0,530,3.9,3.94,2.41,45050.0,37.03206,2304.3478260869565,1.6265560165975101,Light,0
0.23,Very Good,F,VVS2,60.0,57.0,530,4.0,4.04,2.41,45050.0,38.945600000000006,2304.3478260869565,1.66804979253112,Light,0
0.23,Very Good,E,VVS2,59.4,59.0,530,4.03,4.08,2.41,45050.0,39.62618400000001,2304.3478260869565,1.6825726141078836,Light,0
0.23,Very Good,E,VVS2,61.5,59.0,530,3.95,3.98,2.44,45050.0,38.35924,2304.3478260869565,1.625,Light,0
0.23,Very Good,E,VVS2,62.4,59.0,530,3.89,3.93,2.44,45050.0,37.301988,2304.3478260869565,1.6024590163934427,Light,0
0.23,Very Good,E,VVS2,61.2,58.0,530,3.93,3.98,2.42,45050.0,37.852188,2304.3478260869565,1.6342975206611572,Light,0
